tail,head,cost,capacity
168,149,531,0
154,72,37,0
103,95,164,0
50,169,166,0
140,43,1612,0
126,132,918,0
73,24,1586,0
36,148,586,0
31,147,943,0
197,167,1030,0
183,116,616,0
116,9,1178,0
79,135,1917,0
153,1,964,0
102,108,1961,0
49,112,1081,0
72,175,1935,0
35,37,758,0
44,173,1628,0
7,59,1660,0
120,187,701,0
196,112,1464,0
159,140,942,0
182,39,1875,0
129,169,802,0
92,161,376,0
115,64,1965,0
78,116,1796,0
101,189,1239,0
48,7,1421,0
11,141,1112,0
6,128,119,0
172,152,1231,0
195,73,1404,0
158,95,1774,0
91,104,644,0
128,30,1153,0
54,156,608,0
114,139,358,0
77,21,657,0
24,95,795,0
63,198,1798,0
185,76,309,0
171,97,239,0
104,28,1433,0
157,14,11,0
194,130,1465,0
67,144,135,0
90,83,62,0
53,77,1533,0
76,162,1976,0
39,46,548,0
124,182,1154,0
184,3,632,0
147,121,588,0
80,180,1671,0
133,182,1798,0
170,58,1470,0
119,77,183,0
66,123,1072,0
89,138,151,0
52,58,1788,0
15,182,1236,0
160,107,968,0
146,82,609,0
95,117,12,0
132,1,1449,0
42,131,386,0
118,190,1952,0
65,34,39,0
28,82,194,0
189,65,995,0
122,36,35,0
175,18,592,0
108,23,1631,0
145,27,1335,0
71,157,429,0
198,145,272,0
94,70,131,0
41,90,922,0
64,149,1867,0
27,27,1703,0
179,196,648,0
112,161,1707,0
188,14,727,0
151,122,1220,0
121,85,89,0
84,79,1500,0
107,102,894,0
70,110,757,0
93,135,1072,0
40,45,861,0
3,163,1893,0
26,192,1060,0
164,118,1168,0
97,61,86,0
150,33,281,0
83,126,1858,0
173,128,1920,0
46,118,1085,0
106,165,215,0
69,63,638,0
16,69,1374,0
177,86,501,0
126,51,1576,0
163,7,1064,0
96,98,609,0
59,86,20,0
82,77,989,0
45,87,1813,0
68,136,1686,0
31,4,725,0
116,156,1828,0
176,25,329,0
139,111,1358,0
125,90,1306,0
72,90,1618,0
148,151,1786,0
58,21,1704,0
81,156,726,0
44,32,1959,0
7,172,1283,0
78,195,403,0
152,65,886,0
101,34,479,0
138,60,1264,0
87,115,1428,0
34,125,26,0
20,56,1643,0
181,107,396,0
114,62,1785,0
167,8,1487,0
100,125,297,0
63,75,95,0
33,44,582,0
104,135,663,0
194,25,621,0
180,36,155,0
143,80,737,0
113,79,385,0
76,85,742,0
62,0,1184,0
136,130,822,0
184,142,318,0
193,64,151,0
156,76,1378,0
89,23,1908,0
142,11,1573,0
75,100,833,0
38,104,1973,0
8,43,1739,0
47,138,1645,0
169,120,231,0
118,53,461,0
155,61,1016,0
88,72,1466,0
51,124,1915,0
37,49,280,0
175,167,306,0
108,138,1184,0
198,12,1012,0
168,79,819,0
131,69,1554,0
117,116,806,0
64,96,1410,0
140,141,29,0
50,15,1604,0
22,169,201,0
188,129,593,0
174,84,1784,0
197,93,518,0
144,103,1496,0
93,28,11,0
130,6,978,0
79,89,737,0
26,87,1808,0
12,38,626,0
35,159,740,0
187,72,1816,0
150,188,111,0
120,21,1146,0
83,139,208,0
173,117,318,0
106,40,1916,0
159,38,1202,0
92,75,385,0
55,113,691,0
25,6,438,0
163,176,188,0
186,115,914,0
149,109,1334,0
172,66,1877,0
135,78,333,0
105,97,751,0
68,115,1631,0
54,58,497,0
128,184,1381,0
10,180,56,0
176,148,1203,0
162,91,1794,0
185,170,1042,0
148,26,1038,0
58,152,1533,0
111,44,1987,0
81,9,522,0
134,29,1338,0
67,74,259,0
30,66,821,0
0,17,1467,0
39,144,210,0
191,85,17,0
138,163,1796,0
124,24,1719,0
87,132,107,0
161,2,1273,0
110,95,1838,0
57,81,14,0
80,94,288,0
43,98,1455,0
29,11,1788,0
167,189,1063,0
190,102,1932,0
137,122,162,0
123,65,1495,0
86,55,611,0
33,185,590,0
160,181,1555,0
109,110,1436,0
56,6,173,0
19,122,33,0
132,187,790,0
42,57,919,0
14,131,902,0
180,175,1274,0
113,196,1289,0
166,78,1994,0
189,167,90,0
62,143,37,0
99,57,221,0
136,13,335,0
85,118,1118,0
32,110,698,0
145,193,806,0
71,71,970,0
18,81,268,0
4,12,778,0
27,165,1010,0
179,30,629,0
142,150,1890,0
112,11,303,0
165,31,605,0
75,145,184,0
98,82,1106,0
61,94,737,0
84,161,1061,0
47,31,1254,0
17,24,1692,0
192,2,1352,0
155,182,942,0
178,109,732,0
141,119,1390,0
127,82,1696,0
74,42,334,0
37,166,537,0
164,168,336,0
97,155,361,0
60,9,1465,0
23,119,419,0
2,142,454,0
168,186,585,0
154,117,1448,0
103,58,1355,0
140,0,286,0
50,130,1536,0
177,188,844,0
73,99,1744,0
36,113,299,0
59,176,331,0
22,36,1764,0
31,190,781,0
197,194,1106,0
183,19,1177,0
130,157,1850,0
116,54,1519,0
79,162,356,0
153,36,654,0
102,65,1488,0
49,75,543,0
72,180,1617,0
35,8,359,0
187,197,1228,0
120,160,883,0
196,29,333,0
159,171,148,0
182,88,21,0
129,76,1694,0
115,103,1620,0
152,155,224,0
25,147,1438,0
78,25,52,0
101,152,498,0
48,28,47,0
11,96,318,0
34,195,1889,0
6,165,827,0
172,181,1103,0
195,108,1831,0
158,96,1306,0
91,15,1634,0
54,177,169,0
128,51,1243,0
181,129,1871,0
77,112,352,0
24,68,280,0
63,173,536,0
10,59,910,0
111,177,633,0
185,55,1361,0
171,4,175,0
134,136,1789,0
194,191,1653,0
157,41,706,0
67,183,1471,0
104,33,1103,0
90,124,553,0
53,104,883,0
76,191,836,0
39,5,548,0
124,147,1364,0
184,104,1421,0
147,92,1195,0
170,71,1259,0
133,81,1278,0
119,104,1967,0
156,150,1912,0
29,128,1577,0
66,20,242,0
89,173,1198,0
52,39,1836,0
15,93,847,0
86,194,638,0
160,64,1677,0
146,111,1994,0
95,16,939,0
42,172,321,0
169,150,93,0
132,46,120,0
65,69,765,0
28,79,197,0
51,150,1524,0
14,14,920,0
166,197,1846,0
189,60,1759,0
99,162,1483,0
122,1,1192,0
175,121,1405,0
108,44,841,0
198,170,1459,0
71,184,1371,0
145,62,841,0
94,107,599,0
41,125,202,0
64,138,1488,0
27,62,1992,0
112,134,719,0
188,107,1572,0
151,81,1251,0
84,52,1064,0
107,125,1240,0
144,129,1456,0
17,149,1407,0
70,3,1925,0
93,162,330,0
40,50,1933,0
3,70,1957,0
192,157,1125,0
164,83,352,0
97,16,1044,0
150,26,643,0
173,155,1828,0
46,91,1929,0
83,101,437,0
69,90,692,0
16,90,1102,0
55,155,634,0
2,5,1121,0
177,41,1407,0
103,175,319,0
126,20,1256,0
163,106,1612,0
96,71,317,0
59,77,1609,0
82,102,222,0
45,114,1029,0
68,149,1045,0
31,35,1230,0
116,185,423,0
176,126,114,0
139,66,910,0
49,192,1432,0
72,63,1421,0
58,126,523,0
21,106,839,0
81,183,331,0
44,61,1615,0
7,75,565,0
196,128,1866,0
152,102,1888,0
101,13,610,0
138,25,718,0
87,110,716,0
34,86,1595,0
20,37,489,0
43,140,948,0
6,16,1548,0
181,22,138,0
91,152,1333,0
114,27,354,0
167,103,626,0
100,90,622,0
63,86,896,0
33,7,744,0
194,50,530,0
104,172,1975,0
180,65,639,0
143,127,458,0
76,50,92,0
62,101,631,0
9,127,855,0
133,198,1960,0
193,123,1575,0
156,105,1575,0
89,58,187,0
142,44,128,0
75,123,1074,0
38,77,1020,0
8,48,1678,0
169,3,546,0
95,133,1500,0
118,46,1843,0
155,80,1624,0
28,194,106,0
88,109,900,0
51,99,1200,0
37,28,147,0
175,130,1164,0
108,167,167,0
198,33,892,0
168,84,1790,0
131,104,657,0
64,5,38,0
50,104,1374,0
13,116,948,0
22,130,193,0
121,197,1358,0
174,57,1200,0
197,120,1542,0
144,124,1955,0
93,55,1899,0
130,35,1313,0
79,68,1148,0
26,112,1258,0
153,194,603,0
12,3,1985,0
187,47,1829,0
150,145,32,0
173,16,1590,0
106,53,1790,0
159,77,429,0
92,96,383,0
55,108,334,0
25,41,56,0
48,198,1967,0
163,151,1488,0
186,92,588,0
149,72,321,0
172,95,1207,0
135,101,653,0
68,24,1969,0
54,95,63,0
1,65,97,0
10,145,1611,0
162,52,84,0
185,141,997,0
148,7,300,0
58,133,411,0
111,11,957,0
81,44,909,0
134,54,1637,0
67,81,499,0
30,103,1543,0
0,54,1687,0
191,48,1520,0
138,140,137,0
161,101,588,0
110,64,1763,0
147,182,1196,0
57,52,1931,0
20,168,1392,0
80,115,940,0
43,121,1234,0
29,38,1359,0
167,152,794,0
190,75,112,0
137,93,791,0
123,164,480,0
86,40,976,0
33,156,262,0
160,170,1791,0
56,107,1845,0
19,97,1583,0
42,66,221,0
5,94,761,0
132,192,1496,0
14,164,1889,0
166,35,1133,0
189,130,1261,0
136,18,514,0
62,144,1427,0
99,28,1149,0
85,81,1963,0
32,67,1541,0
71,98,1861,0
18,106,506,0
4,41,1665,0
179,5,349,0
142,187,1736,0
165,122,1720,0
98,79,1228,0
151,187,1538,0
61,57,847,0
8,187,1475,0
84,142,1375,0
47,122,1035,0
17,51,1768,0
192,39,1030,0
155,173,1192,0
178,70,907,0
141,82,1654,0
127,185,1741,0
74,55,1009,0
164,181,1878,0
37,129,1706,0
60,102,1425,0
23,82,636,0
46,177,1512,0
2,171,1038,0
154,30,1497,0
177,151,101,0
140,29,654,0
50,159,322,0
103,17,1179,0
73,70,104,0
36,94,1285,0
59,151,27,0
22,25,1317,0
174,196,1856,0
31,197,1253,0
183,14,1856,0
130,182,913,0
153,79,343,0
102,90,752,0
139,172,340,0
12,182,1301,0
49,46,858,0
72,153,771,0
35,111,1273,0
21,192,1539,0
187,184,1303,0
120,133,1133,0
196,58,1216,0
159,182,1408,0
182,125,717,0
129,103,1446,0
115,138,1789,0
152,128,303,0
25,182,1468,0
78,2,883,0
48,113,1958,0
11,71,205,0
34,188,723,0
6,190,757,0
195,115,484,0
158,5,291,0
181,172,1723,0
128,40,722,0
54,170,140,0
91,34,1705,0
77,75,1295,0
24,105,1030,0
63,136,1402,0
10,4,1684,0
111,156,1292,0
185,26,1990,0
171,27,1258,0
134,173,1132,0
157,68,247,0
90,153,28,0
53,19,672,0
143,145,978,0
0,129,901,0
76,148,1611,0
39,96,271,0
191,165,71,0
124,136,509,0
184,77,1139,0
57,193,753,0
147,67,1498,0
170,96,1200,0
133,124,908,0
119,135,435,0
156,179,366,0
29,187,1492,0
66,49,1254,0
52,76,1876,0
15,120,596,0
38,171,599,0
123,49,626,0
86,167,557,0
160,37,1988,0
146,8,1029,0
95,63,597,0
132,75,1123,0
169,185,57,0
65,120,705,0
28,100,1209,0
51,189,1665,0
14,51,973,0
99,137,726,0
189,23,674,0
175,100,1296,0
145,81,330,0
94,140,1419,0
41,0,412,0
4,156,1604,0
131,130,1374,0
64,175,1097,0
27,85,564,0
179,142,1244,0
112,155,800,0
188,64,1956,0
151,76,151,0
84,17,1140,0
107,144,1169,0
144,166,784,0
17,168,1106,0
70,36,1742,0
40,87,317,0
3,109,1875,0
26,150,478,0
192,178,1809,0
127,34,114,0
74,186,1032,0
164,56,620,0
97,11,1324,0
150,127,1070,0
173,182,80,0
46,60,688,0
83,72,65,0
69,101,624,0
16,127,1013,0
55,182,940,0
2,62,1646,0
103,138,1876,0
177,12,86,0
163,113,461,0
36,193,1955,0
59,32,876,0
82,131,312,0
45,13,140,0
135,143,1586,0
68,178,459,0
31,78,1234,0
183,131,1406,0
116,166,1510,0
176,83,1773,0
139,89,1040,0
72,4,295,0
58,91,343,0
21,85,1191,0
44,90,1301,0
7,102,42,0
30,157,1302,0
196,173,1195,0
115,23,816,0
78,137,669,0
152,11,1633,0
138,98,1051,0
87,69,235,0
34,51,439,0
161,195,199,0
20,2,781,0
43,163,701,0
6,53,1272,0
181,49,1309,0
91,191,806,0
167,66,1408,0
63,61,1365,0
33,122,1900,0
56,197,1765,0
171,148,22,0
194,47,1107,0
104,177,157,0
180,110,1378,0
53,152,217,0
143,26,720,0
76,15,1249,0
62,78,291,0
9,66,1774,0
18,144,1412,0
119,24,39,0
156,6,256,0
66,132,1423,0
142,81,582,0
75,94,1452,0
38,38,1055,0
8,21,1081,0
95,160,195,0
169,38,660,0
118,195,973,0
155,119,53,0
51,6,1126,0
37,103,680,0
122,113,782,0
198,58,422,0
108,188,1780,0
168,121,1994,0
131,15,1766,0
41,141,572,0
64,58,50,0
50,69,1309,0
13,79,1730,0
121,40,1210,0
174,34,157,0
107,13,1823,0
144,17,1512,0
70,147,1400,0
130,92,368,0
79,99,1856,0
26,29,1209,0
12,24,197,0
187,2,82,0
150,138,117,0
173,43,1886,0
159,104,488,0
55,11,512,0
25,76,1660,0
126,100,493,0
186,185,1270,0
149,51,347,0
96,55,757,0
172,116,1978,0
45,130,1054,0
135,0,1108,0
68,37,302,0
54,112,383,0
1,100,543,0
125,37,480,0
162,17,385,0
148,108,726,0
134,75,818,0
67,116,1973,0
30,8,377,0
0,43,1766,0
191,31,1043,0
161,88,1254,0
110,165,1880,0
57,31,1102,0
20,149,1803,0
147,157,1870,0
43,28,1364,0
29,65,1231,0
114,107,322,0
100,42,568,0
137,32,1261,0
190,172,752,0
123,155,789,0
160,143,1962,0
86,13,342,0
56,80,463,0
19,68,138,0
42,111,884,0
5,121,1389,0
113,50,1461,0
166,4,1222,0
136,119,82,0
85,188,618,0
32,56,1990,0
71,121,347,0
18,7,873,0
4,54,1890,0
179,40,500,0
165,69,1209,0
98,168,1745,0
151,150,567,0
8,128,899,0
61,20,205,0
47,97,1116,0
17,86,1482,0
118,94,1952,0
155,192,153,0
88,29,903,0
178,163,423,0
141,45,109,0
127,132,1094,0
164,146,162,0
74,16,1663,0
60,67,232,0
23,73,300,0
46,154,308,0
2,196,1754,0
117,15,1242,0
154,59,159,0
140,122,1639,0
73,169,1265,0
36,59,1988,0
59,138,1650,0
22,114,1327,0
121,181,142,0
174,169,772,0
197,8,396,0
183,37,674,0
153,114,433,0
102,191,658,0
139,131,1758,0
12,147,825,0
49,1,1438,0
35,114,1451,0
21,171,340,0
187,159,1366,0
120,106,175,0
106,69,427,0
182,150,1632,0
92,16,1740,0
129,26,1477,0
115,177,1098,0
152,165,746,0
78,39,831,0
48,86,480,0
11,90,1911,0
34,153,1418,0
149,184,1148,0
105,20,784,0
195,150,235,0
158,46,1731,0
128,77,1102,0
77,166,1261,0
24,14,951,0
63,151,1025,0
10,97,493,0
125,186,55,0
162,164,1444,0
111,123,460,0
171,62,1918,0
134,198,855,0
157,127,202,0
90,130,147,0
143,188,41,0
0,166,1302,0
53,62,1881,0
39,127,548,0
9,184,195,0
191,128,1676,0
124,101,611,0
110,48,830,0
57,164,1413,0
147,38,356,0
170,141,163,0
80,3,43,0
133,7,1260,0
119,162,1202,0
66,42,1606,0
156,168,586,0
52,105,589,0
15,103,745,0
38,140,1942,0
137,173,1975,0
123,20,1646,0
160,26,194,0
86,152,516,0
109,25,142,0
146,37,834,0
132,80,716,0
65,147,1276,0
28,1,1929,0
51,160,1510,0
14,84,532,0
113,175,1151,0
166,179,1779,0
99,108,265,0
175,67,629,0
32,179,1176,0
145,116,1177,0
94,145,1958,0
131,169,1492,0
4,185,674,0
41,43,1059,0
27,72,872,0
13,181,1957,0
179,181,1796,0
112,112,648,0
98,63,1187,0
151,43,1574,0
61,169,1738,0
107,183,1854,0
70,57,1779,0
144,187,1870,0
17,195,415,0
40,124,234,0
3,112,1008,0
26,179,89,0
192,87,1756,0
141,162,86,0
127,9,1620,0
74,135,1149,0
164,5,84,0
150,80,1714,0
23,194,657,0
46,33,1760,0
69,128,1298,0
16,20,266,0
55,173,1817,0
2,91,1901,0
117,148,583,0
154,142,1787,0
103,97,987,0
126,194,1797,0
163,84,1321,0
36,174,679,0
59,7,307,0
82,156,1609,0
135,170,517,0
45,40,888,0
31,85,1324,0
1,130,1236,0
183,190,324,0
116,67,1229,0
102,42,688,0
139,60,76,0
49,190,176,0
58,68,178,0
21,48,1860,0
148,198,1804,0
44,119,1928,0
7,125,796,0
30,166,616,0
196,74,869,0
129,151,1472,0
115,58,1486,0
78,178,1827,0
152,48,1614,0
138,79,1183,0
34,44,1566,0
20,111,794,0
6,78,1448,0
105,129,659,0
195,3,1084,0
158,149,1243,0
91,82,1027,0
167,89,1969,0
24,153,281,0
63,24,1688,0
33,93,871,0
5,159,987,0
171,171,1030,0
104,86,453,0
90,9,1237,0
53,131,1441,0
143,1,652,0
62,83,558,0
9,37,1120,0
18,173,1351,0
184,61,850,0
133,140,765,0
119,55,832,0
66,161,758,0
156,35,1264,0
89,192,63,0
142,122,1523,0
38,59,1669,0
8,122,968,0
109,142,1687,0
146,152,989,0
95,79,90,0
155,106,1647,0
28,148,625,0
51,45,1164,0
37,66,913,0
122,90,104,0
108,89,1776,0
94,28,1816,0
131,18,1434,0
41,144,201,0
50,94,25,0
13,42,1252,0
188,48,531,0
121,19,1261,0
174,7,1675,0
107,32,481,0
70,180,1417,0
144,54,286,0
130,121,1304,0
26,6,175,0
12,117,1895,0
97,123,1044,0
83,56,1817,0
173,198,1201,0
159,119,694,0
16,143,1900,0
55,38,1384,0
25,119,1425,0
126,73,1422,0
163,193,1537,0
96,44,1024,0
186,162,1629,0
149,30,1812,0
82,19,1152,0
135,31,458,0
45,157,34,0
68,194,118,0
1,31,1663,0
176,35,988,0
125,0,1687,0
162,10,1726,0
148,73,1751,0
134,108,1241,0
30,45,691,0
0,64,1063,0
101,120,985,0
161,179,938,0
87,53,377,0
110,142,44,0
57,2,1253,0
147,128,1256,0
43,51,432,0
29,124,748,0
114,68,529,0
190,177,1992,0
137,11,1669,0
100,55,566,0
56,181,76,0
19,43,759,0
5,4,1338,0
104,193,774,0
194,95,1399,0
180,30,484,0
113,21,83,0
166,25,1418,0
136,92,1720,0
85,167,451,0
32,29,759,0
18,32,1318,0
4,83,1779,0
193,14,466,0
89,77,1017,0
142,193,936,0
165,160,586,0
75,46,813,0
98,133,960,0
61,15,468,0
151,141,707,0
47,76,1676,0
17,105,193,0
118,115,1768,0
88,2,708,0
141,8,1333,0
178,188,978,0
60,184,1858,0
23,36,63,0
198,74,445,0
168,9,1764,0
117,42,1368,0
154,36,402,0
140,87,897,0
73,140,1442,0
36,0,1061,0
22,87,405,0
121,152,1236,0
174,146,537,0
197,19,89,0
93,66,1884,0
79,19,561,0
153,149,1391,0
102,144,1649,0
35,89,542,0
21,150,283,0
187,114,1648,0
120,79,956,0
106,110,1889,0
92,13,1498,0
182,139,1559,0
129,61,413,0
48,171,1666,0
11,49,268,0
96,167,992,0
149,163,1854,0
186,41,1524,0
172,4,949,0
105,63,1621,0
195,189,1086,0
158,51,1485,0
128,98,1089,0
77,129,1863,0
24,51,1230,0
10,74,104,0
125,149,1990,0
162,129,1081,0
111,102,553,0
81,87,730,0
67,4,1462,0
157,154,178,0
90,175,1900,0
39,90,1617,0
9,131,335,0
191,111,1606,0
124,66,277,0
110,21,605,0
147,13,422,0
57,143,872,0
80,24,1148,0
170,150,806,0
133,34,750,0
52,150,1140,0
15,2,707,0
100,186,1759,0
137,176,1253,0
190,60,652,0
123,11,204,0
86,125,1509,0
109,52,1738,0
146,62,619,0
19,180,1462,0
132,125,937,0
65,182,827,0
28,62,441,0
14,121,1243,0
113,130,319,0
166,148,1858,0
99,115,238,0
122,176,887,0
85,44,1579,0
32,168,1705,0
145,143,1985,0
71,9,1356,0
94,186,1222,0
4,198,1092,0
27,111,996,0
193,155,166,0
13,144,1153,0
179,88,1679,0
112,85,1472,0
98,24,378,0
151,6,1052,0
61,132,286,0
40,129,1529,0
3,23,1689,0
192,76,1782,0
88,141,485,0
141,189,1982,0
178,51,1115,0
127,20,787,0
74,96,141,0
97,193,120,0
60,51,647,0
23,185,1011,0
46,10,1564,0
69,171,1681,0
16,41,1914,0
2,116,276,0
117,191,1527,0
154,171,1033,0
103,124,1792,0
126,167,510,0
73,57,655,0
36,139,731,0
82,185,255,0
31,112,379,0
197,152,1030,0
1,165,1416,0
183,85,1537,0
116,104,251,0
102,15,1738,0
49,145,654,0
139,19,1175,0
21,27,886,0
44,140,561,0
7,24,1234,0
196,87,1658,0
92,128,335,0
182,6,619,0
129,138,69,0
115,33,781,0
78,87,1476,0
48,38,1597,0
11,170,1913,0
34,9,1505,0
20,84,1710,0
6,99,1993,0
105,164,1204,0
158,190,1153,0
195,38,670,0
91,73,1030,0
114,170,140,0
77,54,1819,0
24,190,428,0
185,109,351,0
5,186,508,0
171,78,1591,0
104,123,252,0
90,50,1473,0
143,44,582,0
53,174,749,0
76,193,1986,0
9,8,229,0
184,34,1763,0
80,147,395,0
170,29,73,0
133,151,367,0
119,82,932,0
66,90,1979,0
52,25,1073,0
15,151,151,0
38,28,755,0
8,95,717,0
109,169,1506,0
146,181,400,0
95,106,725,0
118,153,1631,0
65,3,1189,0
28,177,919,0
189,98,1044,0
122,71,1125,0
175,51,329,0
108,118,392,0
71,130,1378,0
145,4,149,0
94,33,92,0
131,57,356,0
41,187,1625,0
13,5,1792,0
112,192,1123,0
188,45,995,0
121,118,1731,0
84,110,331,0
107,71,1573,0
70,73,1855,0
40,12,729,0
3,128,284,0
26,35,1235,0
12,82,1537,0
97,94,1613,0
150,192,1555,0
83,31,1392,0
106,132,151,0
69,16,1007,0
16,164,429,0
177,119,628,0
126,82,773,0
163,36,1103,0
186,143,1152,0
59,119,1629,0
96,1,174,0
82,44,1778,0
135,58,65,0
45,184,370,0
1,50,1750,0
176,56,876,0
125,123,500,0
72,121,719,0
58,52,1563,0
148,182,627,0
44,7,117,0
7,141,732,0
30,54,1304,0
0,101,149,0
101,67,1229,0
161,150,1053,0
87,16,32,0
181,76,654,0
91,194,1025,0
114,33,307,0
167,41,1703,0
190,154,1339,0
63,104,1801,0
100,28,92,0
56,154,1243,0
19,14,824,0
5,47,132,0
194,120,888,0
180,59,1303,0
113,104,868,0
76,116,17,0
62,35,1919,0
136,161,339,0
85,130,1590,0
18,61,1056,0
184,173,1048,0
4,120,244,0
193,33,1819,0
156,83,1507,0
89,112,31,0
165,139,1745,0
75,5,1173,0
47,171,1599,0
169,89,1708,0
118,20,129,0
155,26,1171,0
178,153,1517,0
51,93,28,0
88,39,1679,0
60,149,1710,0
23,3,592,0
198,111,1428,0
168,46,670,0
117,85,1437,0
64,79,1989,0
50,46,1086,0
140,172,336,0
73,151,1451,0
22,72,964,0
188,160,1864,0
121,131,1945,0
174,119,1196,0
197,62,423,0
144,70,272,0
70,196,1844,0
93,125,784,0
79,62,1740,0
153,184,231,0
12,197,1135,0
35,188,124,0
187,105,281,0
120,52,216,0
83,168,156,0
173,86,765,0
106,11,1249,0
159,7,978,0
92,42,1244,0
55,86,1653,0
182,172,561,0
48,128,1522,0
11,20,1749,0
186,18,91,0
96,156,1603,0
149,142,139,0
172,33,263,0
105,66,783,0
195,192,628,0
68,82,949,0
128,135,1626,0
54,5,1802,0
77,156,242,0
10,87,50,0
176,179,1187,0
162,122,456,0
111,77,1291,0
58,187,314,0
148,57,717,0
81,106,738,0
67,43,1505,0
157,181,1329,0
39,177,1178,0
191,74,1896,0
124,63,818,0
161,35,1230,0
87,165,1905,0
110,126,1803,0
57,114,1824,0
80,61,241,0
170,179,1880,0
43,67,1565,0
52,179,761,0
15,41,1277,0
167,162,463,0
190,1,1809,0
137,155,1557,0
100,135,1192,0
123,110,1303,0
86,86,1443,0
109,79,296,0
56,37,1008,0
19,155,52,0
42,24,285,0
132,154,1170,0
65,169,702,0
14,98,1959,0
180,142,334,0
166,105,1208,0
99,86,563,0
136,44,938,0
62,174,420,0
122,157,265,0
85,23,991,0
32,141,1370,0
71,36,1905,0
145,162,992,0
27,130,1692,0
193,190,623,0
179,127,1766,0
112,42,274,0
75,190,62,0
165,48,1447,0
98,117,1331,0
61,127,582,0
84,192,168,0
47,60,883,0
40,166,1103,0
3,58,382,0
192,97,194,0
155,151,298,0
88,178,884,0
141,152,360,0
178,12,1428,0
127,115,1318,0
74,77,195,0
97,164,207,0
60,40,1257,0
23,148,1184,0
69,182,1651,0
2,145,1072,0
168,153,981,0
154,84,1086,0
103,91,191,0
50,165,453,0
140,39,1615,0
126,136,1236,0
73,28,1938,0
36,144,806,0
31,159,684,0
197,163,1870,0
183,112,1793,0
116,21,1330,0
79,131,1583,0
153,5,1122,0
102,96,1470,0
49,116,1364,0
35,41,1073,0
21,6,939,0
44,169,1259,0
7,55,284,0
120,191,1427,0
196,124,1575,0
159,136,1193,0
92,189,1890,0
129,173,269,0
182,59,862,0
115,68,951,0
78,120,1330,0
101,185,1894,0
48,59,1420,0
11,129,1606,0
6,132,1134,0
172,148,1732,0
195,77,73,0
158,67,669,0
91,108,1424,0
128,18,1956,0
54,144,47,0
114,135,1347,0
77,17,1079,0
24,163,1783,0
63,194,165,0
185,80,1387,0
171,101,1401,0
104,0,442,0
67,148,987,0
157,10,219,0
194,158,941,0
90,95,657,0
53,73,371,0
39,42,833,0
9,19,1987,0
124,178,822,0
184,7,1738,0
147,125,1389,0
80,168,1790,0
133,178,1776,0
170,38,1709,0
119,73,1788,0
66,119,844,0
89,142,297,0
52,6,1733,0
15,178,1001,0
160,111,849,0
109,196,854,0
146,78,289,0
95,113,595,0
42,143,585,0
132,13,436,0
118,178,1067,0
65,38,1548,0
28,174,1673,0
99,195,801,0
189,93,242,0
122,32,335,0
175,30,383,0
198,149,1882,0
145,31,201,0
71,153,112,0
108,19,812,0
94,74,794,0
41,94,581,0
27,31,1275,0
112,165,1062,0
188,10,1876,0
151,118,665,0
121,89,1634,0
84,75,1372,0
107,90,1897,0
70,98,1374,0
93,131,517,0
40,17,1757,0
3,167,59,0
164,114,983,0
97,49,991,0
150,37,1995,0
83,2,437,0
46,122,1556,0
106,161,652,0
69,59,1350,0
16,185,1354,0
177,74,1129,0
126,55,481,0
163,11,804,0
96,102,448,0
59,106,1935,0
82,73,610,0
45,83,1085,0
31,0,1090,0
183,197,978,0
116,152,1905,0
176,29,1846,0
139,99,1219,0
125,86,254,0
72,94,254,0
148,147,1300,0
58,17,893,0
81,144,617,0
44,28,509,0
7,168,1513,0
152,69,450,0
101,46,1478,0
138,56,1759,0
87,15,873,0
34,121,857,0
161,137,745,0
20,196,1249,0
181,119,1506,0
114,58,1517,0
167,4,606,0
100,121,1080,0
63,119,1721,0
33,32,835,0
104,139,1241,0
194,21,1049,0
180,32,1763,0
143,92,799,0
113,67,1704,0
76,81,1742,0
136,134,1092,0
62,4,796,0
184,146,1723,0
193,68,820,0
156,72,674,0
89,27,1486,0
142,15,1249,0
165,150,1749,0
38,108,1794,0
75,24,1537,0
8,47,331,0
47,150,817,0
146,197,129,0
169,124,1975,0
118,9,421,0
155,49,257,0
88,76,1281,0
51,64,543,0
37,61,152,0
175,163,649,0
198,0,655,0
108,134,81,0
168,51,1807,0
131,73,1558,0
117,112,822,0
64,100,229,0
140,137,1676,0
50,11,118,0
22,173,1016,0
188,157,638,0
174,88,125,0
197,89,503,0
144,91,387,0
93,24,1484,0
130,2,483,0
79,37,891,0
26,83,800,0
153,163,1924,0
12,34,1962,0
35,131,112,0
187,76,477,0
150,176,696,0
120,25,806,0
173,113,1504,0
83,143,1547,0
106,20,1801,0
159,34,1716,0
182,193,545,0
92,71,1090,0
55,77,61,0
25,10,1702,0
163,180,1721,0
186,127,582,0
149,105,1912,0
172,62,267,0
135,74,1717,0
105,101,198,0
68,127,708,0
128,188,1448,0
54,62,257,0
10,176,1391,0
176,136,1533,0
162,87,1654,0
111,40,1422,0
58,164,1968,0
148,38,125,0
185,174,1385,0
81,13,223,0
134,17,747,0
67,78,1903,0
30,70,1618,0
0,21,1785,0
39,140,1879,0
191,81,1330,0
138,175,134,0
124,20,1483,0
87,128,1534,0
161,6,1427,0
110,99,1633,0
57,85,762,0
80,82,1178,0
43,102,894,0
29,7,1171,0
167,185,1619,0
