tail,head,cost,capacity
4,165,1834,0
27,76,1071,0
13,177,1288,0
179,185,1759,0
112,116,158,0
98,59,818,0
151,39,1868,0
61,165,985,0
107,171,629,0
70,61,162,0
144,191,1779,0
17,199,312,0
40,96,83,0
3,116,1339,0
26,191,1685,0
192,171,1589,0
127,53,1386,0
74,131,1818,0
164,1,879,0
150,84,1078,0
46,37,1909,0
69,140,1957,0
16,8,1736,0
55,169,956,0
2,87,1975,0
117,144,334,0
154,138,1650,0
103,157,249,0
177,27,558,0
126,198,140,0
163,88,1238,0
36,170,1016,0
59,27,830,0
82,152,1926,0
135,166,71,0
45,36,1280,0
31,81,1074,0
1,134,1622,0
183,186,1895,0
116,79,327,0
102,46,900,0
49,178,1723,0
139,48,1957,0
148,194,1582,0
21,60,571,0
58,64,1732,0
44,115,1459,0
7,121,1078,0
30,170,1159,0
196,182,961,0
115,62,723,0
78,182,13,0
152,52,448,0
138,75,412,0
34,40,217,0
20,107,885,0
43,186,1012,0
6,66,747,0
195,7,1698,0
158,153,1163,0
105,133,1419,0
91,86,1801,0
167,85,1086,0
24,157,1264,0
63,4,1393,0
33,81,1943,0
5,155,1659,0
171,175,1841,0
104,90,474,0
194,196,1313,0
90,21,649,0
143,13,1471,0
53,143,1823,0
62,87,1185,0
9,41,373,0
18,169,1831,0
184,193,1465,0
133,136,538,0
119,51,1895,0
156,63,487,0
66,189,1386,0
89,196,780,0
142,126,1173,0
38,63,1328,0
8,126,71,0
47,199,508,0
109,138,342,0
146,148,1056,0
199,8,956,0
95,75,1450,0
155,110,236,0
28,144,1884,0
51,49,1161,0
37,78,294,0
122,102,579,0
108,85,1720,0
94,0,740,0
41,148,1583,0
131,22,787,0
50,90,1680,0
13,38,448,0
121,23,1144,0
174,11,1482,0
107,36,644,0
70,168,521,0
144,42,914,0
130,117,467,0
26,2,1269,0
12,113,1901,0
97,127,1461,0
83,60,1899,0
173,194,565,0
159,115,1565,0
16,131,1600,0
55,34,614,0
25,123,1875,0
126,77,635,0
163,197,376,0
186,174,399,0
96,32,1134,0
149,26,1712,0
82,15,1357,0
135,27,654,0
45,153,1199,0
54,105,1139,0
1,19,1308,0
10,195,1360,0
176,39,1242,0
125,28,1601,0
162,6,47,0
148,85,287,0
134,96,1485,0
30,17,463,0
0,68,1561,0
101,100,1953,0
161,183,783,0
87,49,231,0
110,146,1443,0
57,6,1660,0
147,132,547,0
43,55,824,0
29,120,1043,0
114,64,1658,0
100,51,594,0
137,15,1878,0
190,181,714,0
56,185,1311,0
19,47,349,0
42,116,349,0
5,0,1574,0
104,197,904,0
194,91,284,0
180,26,469,0
113,9,1115,0
166,29,1663,0
136,64,606,0
62,194,398,0
85,163,1988,0
32,17,432,0
18,28,1415,0
4,95,1688,0
193,2,1492,0
89,81,81,0
142,197,1171,0
165,172,1935,0
75,34,1748,0
98,129,1762,0
151,137,1410,0
61,11,93,0
47,72,1174,0
17,109,1426,0
118,119,1811,0
88,6,1594,0
141,4,1349,0
178,184,587,0
60,180,801,0
23,32,1238,0
46,131,1536,0
198,78,528,0
168,13,1204,0
117,54,1114,0
154,32,554,0
140,83,1774,0
73,176,1613,0
36,12,755,0
22,107,1490,0
121,156,1415,0
174,150,679,0
197,31,897,0
93,94,1688,0
153,153,1145,0
79,31,616,0
102,148,200,0
139,154,1061,0
49,24,1145,0
35,93,782,0
21,146,353,0
187,118,699,0
120,83,1570,0
106,106,1700,0
92,9,195,0
182,143,452,0
129,49,1375,0
25,192,881,0
48,175,604,0
11,53,184,0
34,142,1675,0
186,53,1247,0
96,187,858,0
149,175,1371,0
172,0,194,0
195,161,1610,0
105,35,1555,0
158,55,885,0
128,102,510,0
77,189,615,0
24,55,1983,0
10,118,1266,0
125,145,1085,0
162,157,970,0
111,98,1047,0
81,75,1490,0
157,150,150,0
67,8,372,0
90,171,463,0
53,37,889,0
143,167,1572,0
39,86,1144,0
9,135,1120,0
191,107,1067,0
124,94,1442,0
110,25,571,0
57,147,1782,0
147,17,424,0
80,28,62,0
133,46,1192,0
170,146,742,0
52,146,172,0
15,14,745,0
100,166,1525,0
137,180,778,0
190,32,1850,0
123,15,915,0
86,113,380,0
109,48,623,0
146,58,652,0
19,184,1426,0
199,178,95,0
132,121,643,0
65,138,1991,0
28,58,771,0
14,125,1871,0
113,134,1408,0
166,136,1423,0
99,119,1295,0
122,188,1293,0
85,40,1148,0
32,172,1107,0
71,5,1168,0
145,131,836,0
94,190,1669,0
41,50,196,0
4,194,1651,0
131,176,633,0
27,99,1280,0
193,159,116,0
13,140,1569,0
179,92,531,0
112,73,1197,0
98,20,1560,0
151,2,437,0
61,128,728,0
40,133,1015,0
3,27,1395,0
192,64,1024,0
88,145,358,0
178,47,680,0
141,185,1938,0
127,16,12,0
74,108,1334,0
97,197,852,0
150,73,61,0
23,181,293,0
46,14,806,0
69,151,1823,0
16,45,682,0
2,112,16,0
117,187,1367,0
154,183,1063,0
103,120,705,0
126,171,1338,0
73,61,1878,0
36,183,1104,0
82,181,574,0
45,63,925,0
135,189,1058,0
31,124,502,0
197,132,245,0
1,185,1295,0
183,81,1131,0
116,116,43,0
102,3,1208,0
49,149,336,0
139,23,181,0
21,39,879,0
44,136,864,0
7,20,253,0
196,83,1173,0
92,156,908,0
182,26,930,0
129,142,1275,0
115,37,1768,0
78,91,1582,0
138,84,141,0
11,174,477,0
34,5,188,0
20,80,452,0
6,103,1028,0
195,42,118,0
158,162,1871,0
105,168,1732,0
181,195,737,0
91,77,1855,0
114,166,1339,0
77,50,943,0
24,130,1810,0
185,113,1111,0
5,166,1024,0
171,66,1865,0
104,127,495,0
90,62,1613,0
143,40,1436,0
53,170,1721,0
9,12,1986,0
184,38,635,0
170,25,1469,0
80,151,1290,0
133,147,1304,0
119,46,1215,0
66,86,476,0
142,99,199,0
15,147,230,0
38,16,1936,0
8,67,324,0
199,39,147,0
146,177,714,0
109,165,326,0
95,86,61,0
118,157,694,0
65,7,179,0
28,141,203,0
189,126,871,0
122,67,1509,0
175,63,1706,0
108,114,349,0
94,37,663,0
131,61,1410,0
41,191,1365,0
13,1,824,0
112,196,493,0
188,41,1363,0
121,122,1019,0
84,106,557,0
107,59,723,0
70,77,1033,0
130,110,964,0
3,132,914,0
26,47,57,0
12,78,945,0
97,82,1908,0
150,196,1191,0
83,35,1387,0
106,128,926,0
69,28,408,0
16,152,1040,0
177,107,455,0
126,86,217,0
163,40,1868,0
96,5,1603,0
149,5,1584,0
186,139,764,0
82,40,811,0
45,180,1945,0
135,54,573,0
1,54,527,0
176,60,1695,0
125,119,822,0
72,125,1477,0
58,48,1893,0
148,178,1338,0
44,3,1034,0
7,137,1513,0
30,58,467,0
196,198,515,0
0,121,36,0
101,79,1172,0
161,170,1191,0
87,44,1969,0
181,72,999,0
91,198,1323,0
114,93,162,0
167,37,130,0
190,158,595,0
100,24,1339,0
137,18,220,0
33,193,1517,0
56,158,1068,0
19,18,1978,0
5,43,1676,0
194,116,101,0
180,7,54,0
113,108,576,0
76,112,894,0
62,39,367,0
136,165,324,0
85,142,1527,0
18,57,874,0
184,177,1217,0
4,100,440,0
193,37,1628,0
89,116,1948,0
165,183,1086,0
75,57,88,0
47,183,1430,0
169,93,1518,0
118,104,102,0
155,30,811,0
178,149,808,0
141,31,1391,0
88,43,1906,0
60,145,872,0
23,31,613,0
198,99,666,0
168,18,38,0
117,81,1035,0
64,67,866,0
50,42,1741,0
140,168,361,0
73,155,751,0
22,76,941,0
188,188,839,0
121,135,1268,0
174,123,983,0
197,58,446,0
93,121,525,0
79,58,972,0
153,188,579,0
12,193,1043,0
35,160,1855,0
187,109,663,0
120,56,1005,0
173,82,1997,0
83,172,1172,0
106,119,1162,0
159,3,1749,0
182,160,351,0
92,38,28,0
55,82,1674,0
48,132,320,0
11,8,599,0
186,30,1447,0
149,138,289,0
96,144,1541,0
172,29,118,0
105,70,1404,0
195,196,1938,0
68,94,1810,0
128,155,1807,0
54,25,1262,0
77,152,333,0
10,83,1242,0
176,183,1166,0
125,140,1411,0
162,118,23,0
111,73,595,0
81,110,985,0
157,177,1268,0
67,47,165,0
39,173,1966,0
191,118,1105,0
124,59,1818,0
87,161,1116,0
161,39,1006,0
110,2,1817,0
57,118,1226,0
170,191,1387,0
43,71,1850,0
80,49,56,0
52,191,1394,0
15,53,1451,0
100,131,1614,0
137,159,240,0
190,5,1125,0
123,98,1392,0
86,106,1020,0
109,75,1815,0
56,41,180,0
19,159,635,0
42,4,261,0
132,134,91,0
65,173,1014,0
14,102,318,0
180,138,1476,0
113,153,1459,0
166,109,292,0
189,196,1646,0
99,90,1045,0
122,153,40,0
85,19,1065,0
32,129,1402,0
71,32,955,0
145,166,141,0
94,195,1714,0
27,134,1338,0
193,178,799,0
179,67,1330,0
112,46,1455,0
165,60,1882,0
75,178,306,0
98,113,602,0
61,123,1223,0
47,56,1580,0
40,170,1953,0
3,62,541,0
192,101,847,0
178,8,259,0
88,182,359,0
141,148,580,0
127,127,94,0
74,73,1739,0
97,184,1366,0
60,36,1208,0
23,144,409,0
69,178,116,0
2,109,1491,0
168,157,918,0
117,166,958,0
154,80,526,0
103,87,234,0
140,35,1615,0
50,161,1536,0
126,140,1932,0
73,0,1952,0
36,156,1446,0
31,155,566,0
197,175,1405,0
183,76,51,0
116,17,1921,0
79,143,907,0
153,9,663,0
102,100,815,0
49,104,1681,0
35,45,386,0
21,2,611,0
44,165,13,0
7,51,1129,0
120,195,248,0
196,120,654,0
92,185,23,0
129,161,1456,0
182,63,320,0
115,72,1599,0
78,124,195,0
101,165,503,0
48,63,1135,0
11,133,1380,0
6,120,1857,0
172,144,1754,0
105,179,1202,0
195,49,1306,0
158,71,1793,0
91,96,749,0
54,148,356,0
128,22,361,0
114,131,831,0
77,13,264,0
24,167,1662,0
185,84,407,0
171,89,284,0
194,154,474,0
67,152,1109,0
157,6,1348,0
104,4,395,0
90,91,1529,0
53,85,1566,0
39,38,1618,0
9,23,1176,0
184,11,949,0
80,172,808,0
133,190,1363,0
170,34,1116,0
119,69,744,0
66,115,1973,0
89,146,840,0
52,2,864,0
15,190,544,0
160,99,226,0
199,66,636,0
146,74,368,0
109,192,1637,0
95,125,1914,0
42,139,777,0
132,9,1339,0
118,182,227,0
65,58,991,0
28,170,14,0
189,89,1595,0
99,199,1550,0
122,44,852,0
175,26,1723,0
108,15,24,0
71,149,251,0
198,137,362,0
145,19,1544,0
94,78,1490,0
41,66,1559,0
131,192,576,0
27,19,1253,0
13,28,297,0
188,6,145,0
151,114,1239,0
121,93,1009,0
84,87,127,0
107,94,654,0
70,102,1140,0
93,159,832,0
40,21,607,0
3,171,1228,0
164,126,861,0
97,53,1494,0
150,57,376,0
83,6,1775,0
46,126,1499,0
106,173,1165,0
69,39,1609,0
16,189,1915,0
177,78,553,0
126,59,1115,0
163,15,961,0
96,122,319,0
59,110,395,0
82,69,137,0
45,79,1630,0
31,12,678,0
1,41,447,0
183,193,1708,0
176,17,1944,0
139,103,1401,0
125,82,1501,0
72,66,726,0
58,29,1223,0
148,159,90,0
81,148,437,0
44,24,222,0
7,164,1755,0
152,73,1492,0
101,42,109,0
138,36,172,0
161,141,534,0
87,11,1310,0
34,117,946,0
20,192,342,0
181,115,949,0
114,54,299,0
167,0,1848,0
100,101,1825,0
63,115,1763,0
33,36,425,0
56,131,419,0
5,54,507,0
194,17,568,0
104,143,1060,0
180,44,1045,0
143,88,70,0
113,71,1856,0
76,77,1415,0
62,8,1283,0
136,138,291,0
184,150,1195,0
193,88,1604,0
156,68,187,0
66,198,12,0
89,31,1783,0
142,19,546,0
165,146,1822,0
75,28,1049,0
38,96,1653,0
47,146,1819,0
146,193,1079,0
169,96,167,0
118,13,1065,0
155,53,570,0
88,80,1659,0
51,68,948,0
37,57,135,0
60,142,1370,0
175,175,147,0
108,130,92,0
198,4,289,0
168,55,1169,0
131,77,645,0
117,124,1447,0
64,120,1340,0
50,7,897,0
140,133,1301,0
22,161,384,0
188,153,1854,0
174,92,1542,0
197,69,576,0
144,95,1726,0
93,20,427,0
130,30,1491,0
153,167,1964,0
26,95,245,0
79,33,1202,0
102,194,1933,0
35,135,136,0
187,64,340,0
150,180,1814,0
120,29,116,0
83,147,94,0
173,109,1735,0
106,16,1472,0
159,46,1996,0
182,197,567,0
55,73,1718,0
92,67,426,0
25,14,1427,0
48,153,436,0
163,184,1025,0
186,123,1640,0
149,117,623,0
172,58,803,0
45,196,1020,0
135,70,1560,0
105,105,1422,0
68,123,552,0
128,176,745,0
54,50,1873,0
10,188,710,0
176,140,1464,0
162,83,351,0
111,52,845,0
148,34,1313,0
185,178,455,0
58,160,1275,0
81,1,1894,0
134,21,820,0
157,172,1873,0
67,50,1047,0
30,74,989,0
39,136,78,0
191,93,716,0
138,171,1723,0
124,16,384,0
161,26,772,0
87,156,1905,0
110,103,1501,0
57,89,407,0
80,86,1512,0
43,90,1774,0
29,3,1310,0
52,164,1772,0
167,181,10,0
190,110,155,0
137,98,210,0
123,89,728,0
86,79,1615,0
33,177,187,0
109,102,233,0
56,14,238,0
19,130,1598,0
132,163,1178,0
42,33,441,0
65,192,1414,0
14,139,844,0
180,183,939,0
166,70,505,0
189,191,234,0
62,183,1553,0
99,33,135,0
136,53,884,0
122,130,647,0
85,126,956,0
32,102,107,0
145,185,1316,0
18,73,1720,0
71,63,1968,0
27,189,1531,0
179,102,709,0
142,158,215,0
112,3,154,0
165,7,302,0
75,137,404,0
98,106,998,0
61,86,1876,0
84,169,737,0
47,39,1999,0
17,16,1757,0
192,26,1177,0
155,142,992,0
178,101,1926,0
141,111,736,0
127,90,1921,0
74,82,1667,0
37,174,556,0
97,147,1241,0
60,1,1301,0
23,143,1190,0
2,134,1809,0
168,162,11,0
117,193,1784,0
154,125,135,0
103,50,809,0
50,186,904,0
140,56,1202,0
177,180,33,0
126,145,851,0
73,107,511,0
36,121,363,0
22,60,1347,0
31,166,1807,0
183,107,1549,0
130,149,1879,0
116,62,1394,0
153,44,1581,0
79,170,1331,0
102,121,105,0
139,193,1000,0
49,67,618,0
72,188,1106,0
35,48,164,0
44,194,1705,0
120,168,1527,0
196,5,1804,0
159,147,1699,0
182,80,1125,0
129,68,67,0
115,111,717,0
78,97,1947,0
25,155,1745,0
101,128,895,0
48,20,530,0
11,152,225,0
6,157,319,0
172,173,1753,0
195,84,151,0
158,104,1344,0
91,7,1056,0
128,11,376,0
54,137,889,0
181,137,1651,0
114,156,1266,0
77,104,415,0
24,76,1070,0
10,35,898,0
185,63,1854,0
111,185,12,0
171,124,906,0
134,128,60,0
194,183,737,0
67,191,438,0
104,41,1452,0
157,33,440,0
90,68,1170,0
53,112,1279,0
76,183,1638,0
39,61,1093,0
191,198,342,0
124,171,1002,0
184,112,615,0
147,100,1861,0
170,79,596,0
80,193,159,0
133,89,573,0
119,96,1477,0
66,108,652,0
29,152,1922,0
89,181,1011,0
52,47,1118,0
15,165,934,0
160,88,1327,0
199,89,1953,0
146,103,1698,0
169,158,178,0
95,24,1622,0
42,148,199,0
132,22,1154,0
118,171,329,0
65,93,1572,0
28,71,96,0
51,158,670,0
14,22,1843,0
189,52,383,0
99,170,114,0
122,9,617,0
175,1,1463,0
198,162,191,0
145,54,1557,0
71,176,820,0
108,36,1530,0
94,83,707,0
41,101,1927,0
64,130,1287,0
27,54,49,0
112,190,1631,0
188,99,744,0
151,105,938,0
121,64,307,0
84,60,879,0
107,117,912,0
70,123,1009,0
17,141,796,0
93,186,441,0
40,58,970,0
3,78,1880,0
192,149,1792,0
164,91,543,0
97,40,414,0
150,18,929,0
83,109,997,0
46,99,1684,0
173,147,1645,0
106,182,1517,0
69,66,1212,0
16,82,938,0
55,147,311,0
2,29,571,0
154,192,915,0
103,167,1289,0
177,33,391,0
126,28,417,0
163,18,171,0
96,95,572,0
59,69,25,0
82,94,1661,0
45,106,934,0
68,157,1451,0
31,43,906,0
116,129,1233,0
176,118,1244,0
139,122,854,0
125,77,563,0
72,39,1458,0
148,132,1637,0
21,114,34,0
58,6,420,0
81,175,1874,0
44,53,1011,0
7,67,1522,0
196,136,911,0
152,110,1791,0
101,53,467,0
138,1,1783,0
87,102,1446,0
34,110,1383,0
20,45,1143,0
43,132,170,0
6,8,1629,0
91,144,12,0
181,30,816,0
114,19,1252,0
167,31,1258,0
100,66,314,0
63,94,703,0
190,196,327,0
33,31,732,0
194,10,475,0
104,148,386,0
180,73,1977,0
143,71,36,0
53,197,1342,0
113,90,1709,0
76,42,843,0
62,109,1492,0
9,103,1195,0
193,115,570,0
156,97,1951,0
89,2,936,0
142,52,371,0
75,115,1751,0
38,69,10,0
8,56,144,0
169,11,1351,0
95,141,1959,0
118,38,1269,0
155,40,308,0
88,117,1135,0
51,107,167,0
37,4,1381,0
175,138,919,0
198,25,105,0
108,159,1021,0
168,92,1493,0
131,80,1777,0
117,103,1026,0
64,29,209,0
50,96,1753,0
13,108,1251,0
73,193,376,0
22,154,942,0
174,65,1137,0
197,96,1170,0
144,116,275,0
93,15,291,0
130,59,939,0
79,76,920,0
26,120,523,0
12,59,822,0
187,39,633,0
150,169,1746,0
120,2,1686,0
173,8,884,0
106,61,1890,0
159,53,1817,0
92,120,59,0
55,100,231,0
25,49,1142,0
163,159,645,0
186,100,796,0
149,80,641,0
172,87,1844,0
135,93,1008,0
68,0,249,0
54,87,1726,0
1,89,809,0
10,153,392,0
125,194,1722,0
162,76,1018,0
111,19,1409,0
58,141,935,0
148,15,1267,0
185,149,1354,0
81,36,1022,0
134,46,1419,0
157,199,80,0
30,111,137,0
67,89,570,0
0,14,70,0
191,56,1513,0
138,180,1207,0
124,13,720,0
161,125,426,0
110,72,893,0
57,60,1115,0
20,176,1708,0
147,190,1529,0
80,107,259,0
43,113,1446,0
29,62,612,0
52,193,1605,0
167,144,303,0
190,115,649,0
137,69,1371,0
123,188,395,0
160,162,1623,0
33,148,790,0
86,32,1982,0
56,115,1429,0
19,105,261,0
42,74,1942,0
5,70,468,0
14,172,1942,0
166,91,693,0
99,4,1604,0
189,154,1027,0
136,26,1161,0
62,152,1164,0
85,89,449,0
32,91,98,0
71,90,1701,0
18,98,647,0
4,17,312,0
179,13,273,0
142,131,1592,0
112,24,35,0
165,98,907,0
98,71,1207,0
151,179,197,0
8,163,13,0
61,49,1030,0
84,150,1323,0
47,2,719,0
17,43,1041,0
192,63,1587,0
155,165,645,0
88,192,1191,0
141,74,1434,0
178,126,571,0
127,161,1209,0
74,63,1934,0
37,137,38,0
164,189,847,0
60,126,46,0
23,106,1385,0
46,185,485,0
2,163,1182,0
168,199,1347,0
154,102,414,0
177,143,1900,0
50,151,867,0
140,21,1473,0
103,9,451,0
73,78,1565,0
36,70,884,0
59,175,995,0
22,17,1813,0
183,6,1521,0
130,142,1703,0
153,87,213,0
102,82,639,0
49,38,1173,0
12,174,378,0
139,164,1546,0
72,129,683,0
35,23,715,0
187,176,528,0
120,141,1567,0
196,34,613,0
159,190,414,0
182,117,795,0
129,127,556,0
115,146,1444,0
152,136,1745,0
78,10,997,0
25,190,1151,0
48,105,1658,0
11,127,43,0
34,180,1455,0
6,182,212,0
195,123,53,0
158,13,390,0
91,58,823,0
128,32,173,0
54,162,690,0
181,180,1157,0
77,67,1212,0
24,113,1783,0
63,176,194,0
10,12,1217,0
162,195,60,0
111,164,56,0
185,34,1635,0
171,19,827,0
134,165,472,0
67,194,1594,0
157,92,1997,0
90,97,1031,0
143,153,1916,0
0,153,849,0
53,27,566,0
76,140,1260,0
39,24,1854,0
191,173,410,0
124,128,375,0
184,85,1651,0
147,75,1166,0
170,104,1951,0
133,100,745,0
119,159,631,0
156,139,83,0
66,9,1022,0
29,179,880,0
52,84,282,0
15,64,521,0
38,163,1028,0
86,191,674,0
160,61,1769,0
199,116,502,0
146,0,1616,0
95,39,309,0
132,51,103,0
42,177,473,0
169,161,121,0
65,112,505,0
28,124,715,0
51,133,1141,0
14,59,569,0
99,177,1656,0
189,47,143,0
175,108,911,0
145,73,1404,0
94,116,583,0
131,138,225,0
4,132,15,0
41,8,1732,0
64,167,310,0
27,45,1566,0
179,150,51,0
112,147,216,0
188,88,309,0
61,198,1122,0
151,68,1326,0
84,25,1676,0
107,136,1773,0
70,28,108,0
144,158,1239,0
17,160,1158,0
40,95,1491,0
3,85,354,0
26,158,466,0
192,138,436,0
127,42,1162,0
74,162,40,0
164,32,724,0
97,3,1272,0
150,119,360,0
173,174,289,0
83,80,1253,0
46,68,1257,0
69,109,1276,0
16,119,563,0
55,142,738,0
2,54,1898,0
103,130,1702,0
177,4,1823,0
163,121,675,0
59,56,1615,0
82,123,154,0
135,135,965,0
45,5,1461,0
68,186,1392,0
31,54,1049,0
183,155,259,0
116,174,782,0
176,75,499,0
139,81,268,0
72,12,87,0
58,99,1860,0
21,93,975,0
44,82,1123,0
7,94,1446,0
30,133,1707,0
196,149,908,0
115,31,1377,0
152,19,424,0
78,145,40,0
101,16,496,0
138,106,958,0
87,93,1528,0
34,75,1264,0
20,10,1141,0
43,155,1222,0
6,45,1546,0
91,183,110,0
181,57,1695,0
167,122,565,0
63,37,840,0
33,114,24,0
171,140,253,0
194,39,661,0
104,185,1161,0
180,118,1070,0
143,98,1988,0
76,7,940,0
62,118,1054,0
9,74,100,0
18,136,856,0
119,16,551,0
156,30,1475,0
66,156,891,0
89,37,761,0
142,89,86,0
75,86,1356,0
38,94,1196,0
8,29,489,0
95,168,1958,0
169,46,1181,0
155,79,1993,0
51,14,615,0
37,111,174,0
60,192,1442,0
122,121,1307,0
108,180,1026,0
198,50,994,0
168,97,1480,0
131,119,237,0
64,50,699,0
50,125,1686,0
13,71,903,0
121,48,367,0
174,42,202,0
107,5,1829,0
70,139,96,0
144,9,371,0
93,42,1235,0
130,84,1974,0
79,107,1058,0
26,101,1089,0
12,16,218,0
187,26,637,0
150,130,1099,0
173,35,1237,0
106,198,618,0
159,80,534,0
55,3,1284,0
25,84,604,0
126,108,1539,0
186,65,1868,0
149,59,646,0
172,108,1540,0
135,120,769,0
68,45,1770,0
54,72,363,0
1,124,43,0
176,198,1448,0
125,61,168,0
162,41,420,0
148,116,1830,0
81,63,1195,0
134,67,1977,0
67,124,679,0
30,112,802,0
0,35,204,0
39,194,1720,0
191,7,1451,0
138,145,42,0
161,80,884,0
110,173,1625,0
57,39,145,0
20,157,562,0
147,165,541,0
43,20,641,0
29,89,570,0
114,99,118,0
190,84,1819,0
137,40,1864,0
123,147,128,0
86,5,1850,0
33,143,1986,0
160,135,1046,0
56,88,1817,0
19,76,1583,0
42,87,831,0
5,97,942,0
113,42,171,0
166,60,1238,0
136,127,320,0
85,68,1925,0
32,48,1283,0
71,113,691,0
18,127,579,0
4,62,253,0
179,48,550,0
142,164,1716,0
165,77,63,0
75,195,1369,0
98,160,317,0
61,44,657,0
151,174,555,0
8,136,984,0
47,105,1975,0
17,78,1420,0
118,86,210,0
178,91,1564,0
141,37,621,0
127,140,1256,0
164,154,1925,0
37,148,816,0
74,24,894,0
60,91,340,0
23,65,820,0
46,162,1363,0
117,23,520,0
154,3,705,0
140,114,37,0
73,81,1357,0
36,35,533,0
59,130,1716,0
22,10,282,0
121,189,1661,0
174,177,512,0
183,61,614,0
130,171,1067,0
153,122,1591,0
102,183,663,0
139,187,1396,0
49,57,203,0
12,139,1548,0
35,122,1809,0
21,179,613,0
187,151,1408,0
120,114,50,0
106,77,19,0
159,197,1519,0
182,110,1249,0
129,18,154,0
115,185,1669,0
152,173,1189,0
25,161,1341,0
78,47,1585,0
48,78,463,0
11,82,721,0
34,145,511,0
149,192,22,0
105,28,107,0
158,22,80,0
195,158,387,0
54,199,1981,0
128,69,192,0
77,94,1537,0
24,22,154,0
63,159,1999,0
10,105,412,0
125,178,901,0
162,188,1884,0
111,131,1782,0
185,5,1929,0
171,54,1054,0
134,190,1685,0
157,119,187,0
90,138,713,0
143,132,345,0
53,6,1958,0
0,190,460,0
39,119,1289,0
9,160,1009,0
191,136,617,0
124,125,1649,0
110,56,1413,0
147,46,48,0
57,172,1763,0
170,117,757,0
133,15,174,0
119,186,1302,0
156,160,1791,0
29,174,725,0
66,34,1639,0
52,113,882,0
15,111,1199,0
38,132,1676,0
123,44,383,0
160,18,593,0
86,144,647,0
199,147,1219,0
109,17,1914,0
146,29,1278,0
132,88,49,0
65,107,50,0
28,25,1897,0
51,168,1843,0
14,92,921,0
113,167,990,0
166,171,1636,0
99,148,968,0
189,10,1772,0
175,75,696,0
145,108,1831,0
94,153,240,0
41,19,56,0
4,161,1359,0
131,145,600,0
27,64,1528,0
13,173,296,0
179,189,1651,0
112,104,106,0
98,55,99,0
61,161,866,0
151,35,425,0
84,6,1619,0
107,175,40,0
70,49,621,0
17,187,956,0
144,179,1968,0
40,100,918,0
3,120,449,0
26,187,1783,0
192,175,839,0
127,49,1063,0
164,13,1567,0
74,143,891,0
150,104,288,0
46,41,1820,0
69,136,1654,0
16,12,368,0
55,165,722,0
2,83,1919,0
117,156,1626,0
154,150,1920,0
103,153,579,0
177,31,1894,0
163,92,1644,0
59,31,1769,0
82,148,1918,0
135,162,1223,0
45,32,432,0
31,93,1430,0
1,154,299,0
183,182,751,0
116,75,489,0
102,34,806,0
139,52,1205,0
49,182,81,0
72,17,312,0
58,76,611,0
21,56,963,0
44,111,1389,0
7,117,1396,0
30,174,1728,0
196,178,1689,0
115,2,227,0
152,56,1820,0
78,186,970,0
138,119,29,0
34,36,917,0
20,119,1061,0
43,190,261,0
6,70,1802,0
105,137,516,0
195,11,45,0
158,157,624,0
181,36,192,0
91,170,564,0
167,81,1310,0
63,0,222,0
33,85,1408,0
5,135,42,0
171,163,1344,0
104,94,752,0
194,192,1527,0
90,17,1034,0
53,139,374,0
143,9,566,0
76,28,806,0
62,91,959,0
9,45,1985,0
18,165,1922,0
184,197,1656,0
119,15,782,0
156,59,909,0
66,185,1058,0
142,66,743,0
38,51,1358,0
8,98,671,0
47,195,1346,0
199,4,348,0
146,144,80,0
109,134,710,0
169,49,1886,0
95,183,475,0
155,98,1104,0
51,53,1038,0
37,74,1347,0
122,98,1891,0
108,81,166,0
94,4,802,0
41,152,126,0
131,26,332,0
50,86,1719,0
13,34,1746,0
121,27,1082,0
174,15,232,0
107,24,322,0
70,172,321,0
144,46,916,0
93,197,1739,0
130,113,448,0
26,14,1665,0
12,109,398,0
97,115,340,0
173,62,557,0
83,192,443,0
159,127,1878,0
16,135,417,0
55,62,861,0
25,127,1722,0
126,113,1829,0
186,170,1548,0
149,38,1058,0
96,36,1730,0
82,11,733,0
45,149,608,0
135,23,1602,0
54,109,838,0
1,23,1428,0
125,24,640,0
162,2,1081,0
148,81,865,0
134,100,1366,0
30,21,239,0
0,88,585,0
101,96,1508,0
161,75,1320,0
110,150,1157,0
57,10,753,0
147,136,1243,0
43,43,590,0
29,116,449,0
114,124,258,0
190,185,65,0
100,63,841,0
137,51,100,0
56,189,1789,0
19,51,1931,0
42,112,836,0
5,12,616,0
194,87,881,0
113,13,855,0
166,17,1529,0
62,198,1084,0
136,68,1475,0
85,175,1174,0
32,21,1024,0
18,24,1075,0
4,91,1827,0
193,6,1097,0
89,85,1596,0
165,168,1842,0
75,38,1099,0
98,157,465,0
61,7,490,0
151,133,919,0
47,84,1213,0
17,97,1020,0
118,75,1387,0
88,10,177,0
178,180,1559,0
141,0,1307,0
60,176,511,0
23,60,1834,0
46,135,1894,0
108,196,625,0
198,66,448,0
117,50,1089,0
154,44,708,0
140,79,537,0
73,180,672,0
36,8,1278,0
22,111,1894,0
121,160,555,0
174,154,1045,0
197,27,1113,0
93,90,899,0
130,196,35,0
153,157,714,0
79,27,1454,0
102,136,976,0
49,28,514,0
139,158,1779,0
35,65,1961,0
21,158,1072,0
187,138,969,0
120,87,1405,0
106,86,780,0
182,131,386,0
129,53,1610,0
